Time,Fx,Fy,Fz,F,Mx,My,Mz
[s],[N],[N],[N],[N],[Nm],[Nm],[Nm]
14.983,13.95,-100.33,10.99,101.89,-0.08,-0.17,0.07
14.992,14.36,-98.81,10.92,100.44,-0.07,-0.17,0.06
15,14.69,-97.44,11.5,99.21,-0.07,-0.18,0.05
15.008,14.75,-95.54,12.18,97.43,-0.06,-0.18,0.04
15.016,14.46,-93.71,12.25,95.61,-0.06,-0.18,0.04
15.025,14.52,-92.58,12.25,94.5,-0.06,-0.19,0.04
15.033,15.43,-91.61,13.79,93.92,-0.06,-0.19,0.04
15.041,15.37,-90.98,14.02,93.33,-0.06,-0.2,0.05
15.049,14.03,-88.83,12.8,90.84,-0.06,-0.19,0.05
15.058,13.63,-87.43,12.55,89.37,-0.06,-0.19,0.06
15.066,12.84,-86.28,11.68,88.01,-0.06,-0.18,0.08
15.074,12.98,-85.67,11.41,87.39,-0.06,-0.18,0.09
15.082,13.6,-85.44,11.3,87.25,-0.06,-0.18,0.1
15.091,14.34,-84.55,12.05,86.6,-0.06,-0.17,0.1
15.099,14.94,-84.71,12.24,86.88,-0.05,-0.18,0.1
15.107,15.11,-84.18,12.9,86.49,-0.05,-0.18,0.1
15.116,15.09,-83.27,12.89,85.6,-0.05,-0.16,0.1
15.124,15.8,-82.91,13.45,85.47,-0.05,-0.16,0.1
15.132,15.8,-82.65,13.34,85.2,-0.05,-0.15,0.11
15.14,16.81,-82.79,13.99,85.63,-0.06,-0.15,0.12
15.149,17.6,-83.95,14.43,86.98,-0.07,-0.16,0.13
15.157,18.78,-85.03,15.72,88.49,-0.07,-0.17,0.15
15.165,18.7,-85.3,15.46,88.69,-0.07,-0.17,0.17
15.174,18.04,-84.38,14.46,87.49,-0.08,-0.15,0.18
15.182,18.54,-83.78,14.79,87.07,-0.09,-0.14,0.18
15.19,18.59,-83.61,14.79,86.92,-0.09,-0.14,0.19
15.198,18.86,-83.47,14.38,86.77,-0.09,-0.14,0.2
15.207,17.49,-81.77,12.69,84.58,-0.09,-0.12,0.2
15.215,16.98,-80.92,11.74,83.51,-0.08,-0.11,0.2
15.223,17.9,-81.5,12.15,84.33,-0.08,-0.12,0.21
15.231,17.41,-81.19,10.81,83.74,-0.07,-0.12,0.21
15.24,17.61,-80.87,10.56,83.44,-0.06,-0.11,0.22
15.248,17.41,-79.65,9.98,82.13,-0.06,-0.1,0.23
15.256,17.7,-78.17,10.62,80.85,-0.06,-0.07,0.24
15.264,19.55,-78.93,12.9,82.33,-0.06,-0.08,0.25
15.273,22.23,-79.6,15.4,84.07,-0.07,-0.08,0.27
15.281,24.55,-80.46,17.82,85.99,-0.07,-0.09,0.28
15.289,25.6,-81.13,19.55,87.29,-0.07,-0.09,0.31
15.297,25.58,-81.38,19.73,87.56,-0.08,-0.08,0.33
15.306,25.45,-81.46,19.56,87.56,-0.08,-0.08,0.35
15.314,23.73,-81.07,17.49,86.27,-0.08,-0.07,0.37
15.322,21.52,-80.4,14.88,84.55,-0.09,-0.05,0.38
15.331,20.8,-80.13,14.1,83.98,-0.09,-0.05,0.39
15.339,21.07,-80.69,14.42,84.64,-0.1,-0.06,0.39
15.347,21.76,-81.21,15.47,85.48,-0.1,-0.06,0.4
15.355,22.64,-81.51,15.98,86.09,-0.11,-0.07,0.4
15.364,22.7,-81.15,16.1,85.79,-0.12,-0.06,0.4
15.372,22.59,-81.12,15.9,85.7,-0.12,-0.06,0.4
15.38,21.1,-80.76,14.32,84.69,-0.13,-0.06,0.4
15.388,20.52,-80.5,13.43,84.15,-0.13,-0.06,0.41
15.397,20.81,-80.52,13.12,84.19,-0.14,-0.06,0.41
15.405,21.18,-80.91,13.41,84.7,-0.15,-0.06,0.4
15.413,23.22,-82.72,14.91,87.2,-0.16,-0.09,0.41
15.421,24.58,-83.46,16.14,88.49,-0.17,-0.1,0.41
15.43,24.56,-83.72,16.55,88.8,-0.18,-0.1,0.4
15.438,23.94,-83.26,15.7,88.04,-0.18,-0.09,0.4
15.446,23.33,-83.14,15.62,87.75,-0.18,-0.09,0.39
15.454,22.77,-81.5,15.4,86.01,-0.18,-0.08,0.37
15.463,21.68,-79.54,14.03,83.63,-0.18,-0.06,0.35
15.471,22.18,-79.02,14.09,83.27,-0.18,-0.06,0.33
15.479,22.36,-77.12,14.24,81.55,-0.17,-0.05,0.3
15.487,21.59,-75.95,13.38,80.08,-0.16,-0.05,0.29
15.496,20.82,-75.5,12.87,79.37,-0.15,-0.05,0.28
15.504,21.87,-76.33,14.04,80.63,-0.14,-0.06,0.27
15.512,22.05,-76.24,14.02,80.59,-0.14,-0.07,0.27
15.521,22.87,-76.16,14.28,80.8,-0.15,-0.07,0.27
15.529,23.61,-75.38,15.37,80.47,-0.16,-0.07,0.26
15.537,23.61,-74.96,15.43,80.09,-0.16,-0.07,0.26
15.545,23.27,-74.56,15.22,79.58,-0.17,-0.07,0.27
15.554,22.21,-73.38,14.76,78.08,-0.17,-0.06,0.27
15.562,22.4,-73.34,14.44,78.03,-0.17,-0.07,0.27
15.57,21.58,-72.58,13.49,76.92,-0.18,-0.06,0.27
15.578,22.47,-73.56,15.46,78.45,-0.18,-0.08,0.28
15.587,22.61,-73.51,15.54,78.46,-0.18,-0.08,0.27
15.595,22.32,-73.46,15.76,78.37,-0.19,-0.08,0.27
15.603,21.01,-72.08,13.42,76.27,-0.2,-0.06,0.27
15.612,18.95,-70.52,10.93,73.84,-0.2,-0.05,0.27
15.62,18.58,-70.39,11.12,73.65,-0.21,-0.04,0.27
15.628,17.63,-71.33,11.58,74.38,-0.21,-0.05,0.27
15.636,17.48,-71.44,12.39,74.58,-0.21,-0.05,0.27
15.645,18.23,-72.67,14.67,76.35,-0.2,-0.07,0.28
